Name,Size / Usage,Context,Input,Digest,Updated,source,size_gb,is_installed
codegemma:2b-code-v1.1-q2_K,1.2GB,8K,Text,,,gemma\codegemma.csv,1.2,False
qwen:1.8b-chat-q4_K_S,1.2GB,8K,Text,d04762cf1457,2 years ago,qwen\qwen.csv,1.2,False
qwen2.5-coder:1.5b-base-q5_1,1.2GB,32K,Text,88c33ad03a34,1 year ago,qwen\qwen2.5-coder.csv,1.2,False
qwen:1.8b-chat-v1.5-q4_K_S,1.2GB,32K,Text,318bbcfbbcb1,2 years ago,qwen\qwen.csv,1.2,False
qwen:1.8b-chat-q4_K_M,1.2GB,8K,Text,9c250efbd096,2 years ago,qwen\qwen.csv,1.2,False
qwen:1.8b-chat-v1.5-q4_K_M,1.2GB,32K,Text,27cd5d607aa3,2 years ago,qwen\qwen.csv,1.2,False
granite4:1b-q5_K_S,1.2GB,128K,Text,eac37d5e201d,10 months ago,ibm\granite4.csv,1.2,False
qwen2.5:1.5b-instruct-q5_1,1.2GB,32K,Text,828d5d698355,1 year ago,qwen\qwen2.5.csv,1.2,False
granite3-dense:2b-instruct-q3_K_S,1.2GB,4K,Text,7c6af70b9f11,1 year ago,granite\granite3-dense.csv,1.2,False
granite4:1b-q5_1,1.2GB,128K,Text,a941848b3f4b,10 months ago,ibm\granite4.csv,1.2,False
granite4:1b-q5_0,1.2GB,128K,Text,359eb5246771,10 months ago,ibm\granite4.csv,1.2,False
granite4:micro-h-base-q2_K,1.2GB,1M,Text,113c594e03e4,11 months ago,ibm\granite4.csv,1.2,False
granite4:micro-h-q2_K,1.2GB,1M,Text,e0b4698bef6f,11 months ago,ibm\granite4.csv,1.2,False
granite4:1b-q5_K_M,1.2GB,128K,Text,04919a96d1c0,10 months ago,ibm\granite4.csv,1.2,False
granite3.1-moe:3b-base-q2_K,1.2GB,128K,Text,ff164715b26e,1 year ago,ibm\granite3.1-moe.csv,1.2,False
qwen:1.8b-text-q4_K_S,1.2GB,8K,Text,35417f1033ba,2 years ago,qwen\qwen.csv,1.2,False
shieldgemma:2b-q2_K,1.2GB,8K,Text,8fe6125835d8,1 year ago,gemma\shieldgemma.csv,1.2,False
granite4:1b-h-q6_K,1.2GB,1M,Text,47d126dc2b8e,10 months ago,ibm\granite4.csv,1.2,False
qwen:1.8b-text-q4_K_M,1.2GB,8K,Text,8f4011c63861,2 years ago,qwen\qwen.csv,1.2,False
qwen:1.8b-text-v1.5-q4_K_S,1.2GB,32K,Text,9de4291d63b0,2 years ago,qwen\qwen.csv,1.2,False
granite3.1-dense:2b-instruct-q3_K_S,1.2GB,128K,Text,74791f52899c,1 year ago,granite\granite3.1-dense.csv,1.2,False
granite4:1b-h-base-q6_K,1.2GB,1M,Text,25f67dce907b,10 months ago,ibm\granite4.csv,1.2,False
granite4:1b-base-q5_K_M,1.2GB,128K,Text,8b421f6fb5d3,10 months ago,ibm\granite4.csv,1.2,False
granite4:1b-base-q5_1,1.2GB,128K,Text,7f6307f2cc8c,10 months ago,ibm\granite4.csv,1.2,False
qwen:1.8b-text-v1.5-q4_K_M,1.2GB,32K,Text,2120d6a01bc3,2 years ago,qwen\qwen.csv,1.2,False
qwen:1.8b-text-q4_1,1.2GB,8K,Text,9d03e4ff6283,2 years ago,qwen\qwen.csv,1.2,False
qwen:1.8b-text-v1.5-q4_1,1.2GB,32K,Text,9c3064af8a6a,2 years ago,qwen\qwen.csv,1.2,False
granite4:1b-base-q5_0,1.2GB,128K,Text,c7baa7aa30e8,10 months ago,ibm\granite4.csv,1.2,False
granite4:1b-base-q5_K_S,1.2GB,128K,Text,dee359a7888b,10 months ago,ibm\granite4.csv,1.2,False
deepseek-coder:1.3b-base-q6_K,1.2GB,16K,Text,87397ba29cd4,2 years ago,deepseek\deepseek-coder.csv,1.2,False
deepseek-coder:1.3b-instruct-q6_K,1.2GB,16K,Text,ce574ed6d34f,2 years ago,deepseek\deepseek-coder.csv,1.2,False
qwen3.5:0.8b-mxfp8,MLX 1.2GB,256K,"Text, Image",12f40a7f8473,2 days ago,qwen\qwen3.5.csv,1.2,False
granite3-dense:2b-instruct-q3_K_S,1.2GB,4K,Text,f22819cd568a,1 year ago,ibm\granite3-dense.csv,1.2,False
codegemma:2b-code-q2_K,1.2GB,8K,Text,,,gemma\codegemma.csv,1.2,False
llama3.2:1b-text-q8_0,1.3GB,128K,Text,943f46940dae,1 year ago,llama\llama3.2.csv,1.3,False
codegemma:2b-code-q3_K_S,1.3GB,8K,Text,,,gemma\codegemma.csv,1.3,False
llama3.2:1b-instruct-q8_0,1.3GB,128K,Text,baf6a787fdff,1 year ago,llama\llama3.2.csv,1.3,False
granite3-dense:2b-instruct-q3_K_M,1.3GB,4K,Text,c08ae454856c,1 year ago,granite\granite3-dense.csv,1.3,False
granite3-moe:3b-base-q2_K,1.3GB,4K,Text,851f85ebe97b,1 year ago,ibm\granite3-moe.csv,1.3,False
qwen:1.8b-text-v1.5-q5_K_S,1.3GB,32K,Text,b12f16343645,2 years ago,qwen\qwen.csv,1.3,False
qwen:1.8b-text-q5_K_S,1.3GB,8K,Text,fc7b98d4110c,2 years ago,qwen\qwen.csv,1.3,False
granite3-moe:3b-instruct-q2_K,1.3GB,4K,Text,48ee4c1b7090,1 year ago,granite\granite3-moe.csv,1.3,False
granite3-dense:2b-instruct-q3_K_M,1.3GB,4K,Text,497d255beef8,1 year ago,ibm\granite3-dense.csv,1.3,False
granite4:1b-base-q6_K,1.3GB,128K,Text,506968fbbf51,10 months ago,ibm\granite4.csv,1.3,False
granite3.1-moe:3b-instruct-q2_K,1.3GB,128K,Text,7ea974a9d11f,1 year ago,granite\granite3.1-moe.csv,1.3,False
granite3-dense:2b-base-q3_K_M,1.3GB,4K,Text,ab143329c189,1 year ago,ibm\granite3-dense.csv,1.3,False
qwen:1.8b-text-q5_0,1.3GB,8K,Text,5dee62f8b270,2 years ago,qwen\qwen.csv,1.3,False
qwen2.5-coder:3b-instruct-q2_K,1.3GB,32K,Text,ae1e7fbfd6ff,1 year ago,qwen\qwen2.5-coder.csv,1.3,False
qwen:1.8b-text-v1.5-q5_0,1.3GB,32K,Text,fbc1dd7dbb3f,2 years ago,qwen\qwen.csv,1.3,False
granite3.1-dense:2b-base-q3_K_M,1.3GB,128K,Text,60f852922ea6,1 year ago,ibm\granite3.1-dense.csv,1.3,False
qwen2.5-coder:1.5b-base-q6_K,1.3GB,32K,Text,ee6aadc25edf,1 year ago,qwen\qwen2.5-coder.csv,1.3,False
qwen2.5:3b-instruct-q2_K,1.3GB,32K,Text,1fe27cd0c26a,1 year ago,qwen\qwen2.5.csv,1.3,False
granite3-moe:3b-instruct-q2_K,1.3GB,4K,Text,dc7d3a081cda,1 year ago,ibm\granite3-moe.csv,1.3,False
gemma:2b-instruct-q2_K,1.3GB,8K,Text,462aa639add9,2 years ago,gemma\gemma.csv,1.3,False
codegemma:2b-code-v1.1-q3_K_S,1.3GB,8K,Text,,,gemma\codegemma.csv,1.3,False
gemma:2b-instruct-v1.1-q3_K_S,1.3GB,8K,Text,fa7ef5ec4918,2 years ago,gemma\gemma.csv,1.3,False
qwen:1.8b-chat-q5_K_S,1.3GB,8K,Text,857ae180d71f,2 years ago,qwen\qwen.csv,1.3,False
granite3.3:2b-base-q3_K_M,1.3GB,128K,Text,8a89d4f16e80,1 year ago,ibm\granite3.3.csv,1.3,False
llama3.2:1b,1.3GB,128K,Text,baf6a787fdff,1 year ago,llama\llama3.2.csv,1.3,False
qwen:1.8b-chat-v1.5-q5_0,1.3GB,32K,Text,942791d6df80,2 years ago,qwen\qwen.csv,1.3,False
qwen2.5:1.5b-instruct-q6_K,1.3GB,32K,Text,03ec957c269f,1 year ago,qwen\qwen2.5.csv,1.3,False
qwen:1.8b-chat-v1.5-q5_K_S,1.3GB,32K,Text,63a97b074a77,2 years ago,qwen\qwen.csv,1.3,False
granite3.1-dense:2b-instruct-q3_K_M,1.3GB,128K,Text,d21b926872b8,1 year ago,ibm\granite3.1-dense.csv,1.3,False
qwen2.5-coder:3b-base-q2_K,1.3GB,32K,Text,7bd2c4ab30c1,1 year ago,qwen\qwen2.5-coder.csv,1.3,False
granite3.1-dense:2b-instruct-q3_K_M,1.3GB,128K,Text,d65eb61a1e65,1 year ago,granite\granite3.1-dense.csv,1.3,False
granite4:1b-q6_K,1.3GB,128K,Text,d613923cdcae,10 months ago,ibm\granite4.csv,1.3,False
qwen:1.8b-chat-q5_0,1.3GB,8K,Text,39b08d9c553f,2 years ago,qwen\qwen.csv,1.3,False
granite3.2:2b-instruct-q3_K_M,1.3GB,128K,Text,0959bec6d9cd,1 year ago,ibm\granite3.2.csv,1.3,False
qwen2.5-coder:1.5b-instruct-q6_K,1.3GB,32K,Text,883db0c781e0,1 year ago,qwen\qwen2.5-coder.csv,1.3,False
phi:2.7b-chat-v2-q3_K_S,1.3GB,2K,Text,,,phi\phi.csv,1.3,False
granite3.3:2b-instruct-q3_K_M,1.3GB,128K,Text,34a621e9099f,1 year ago,ibm\granite3.3.csv,1.3,False
gemma:2b-text-q2_K,1.3GB,8K,Text,fa08f447fb74,2 years ago,gemma\gemma.csv,1.3,False
granite4:micro-q2_K,1.4GB,128K,Text,e334ebe56cfe,11 months ago,ibm\granite4.csv,1.4,False
granite3-moe:1b-instruct-q8_0,1.4GB,4K,Text,1da557af245f,1 year ago,ibm\granite3-moe.csv,1.4,False
granite3-dense:2b-instruct-q3_K_L,1.4GB,4K,Text,201ccf1522e8,1 year ago,granite\granite3-dense.csv,1.4,False
qwen:1.8b-chat-q5_K_M,1.4GB,8K,Text,8341fb324ce5,2 years ago,qwen\qwen.csv,1.4,False
qwen:1.8b-chat-v1.5-q5_K_M,1.4GB,32K,Text,c3c9b43d0ae7,2 years ago,qwen\qwen.csv,1.4,False
granite4:micro-base-q2_K,1.4GB,128K,Text,aabf3f4482b6,11 months ago,ibm\granite4.csv,1.4,False
shieldgemma:2b-q3_K_S,1.4GB,8K,Text,ed1adf76cf49,1 year ago,gemma\shieldgemma.csv,1.4,False
granite4.1:3b-q2_K,1.4GB,128K,Text,41d7e7e6dc59,4 months ago,ibm\granite4.1.csv,1.4,False
granite3.1-moe:1b-instruct-q8_0,1.4GB,128K,Text,3269ce3e31ea,1 year ago,granite\granite3.1-moe.csv,1.4,False
granite3-dense:2b-base-q3_K_L,1.4GB,4K,Text,d073c1711638,1 year ago,ibm\granite3-dense.csv,1.4,False
deepseek-coder:1.3b-instruct-q8_0,1.4GB,16K,Text,44e92342b6c8,2 years ago,deepseek\deepseek-coder.csv,1.4,False
llama3.2:3b-text-q2_K,1.4GB,128K,Text,dd1eb967998d,1 year ago,llama\llama3.2.csv,1.4,False
qwen3:1.7b-q4_K_M,1.4GB,40K,Text,8f68893c685c,1 year ago,qwen\qwen3.csv,1.4,False
deepseek-coder:1.3b-base-q8_0,1.4GB,16K,Text,71f702eff852,2 years ago,deepseek\deepseek-coder.csv,1.4,False
granite3-dense:2b-instruct-q3_K_L,1.4GB,4K,Text,8b4a92109823,1 year ago,ibm\granite3-dense.csv,1.4,False
qwen:1.8b-text-v1.5-q5_1,1.4GB,32K,Text,110bb7065fe0,2 years ago,qwen\qwen.csv,1.4,False
granite4.1:3b-q2_K,1.4GB,128K,Text,41d7e7e6dc59,4 months ago,granite\granite4.1.csv,1.4,False
qwen:1.8b-text-q5_1,1.4GB,8K,Text,1ace6d0d6868,2 years ago,qwen\qwen.csv,1.4,False
qwen:1.8b-text-q5_K_M,1.4GB,8K,Text,ba3f032feb07,2 years ago,qwen\qwen.csv,1.4,False
granite3.1-moe:1b,1.4GB,128K,Text,3269ce3e31ea,1 year ago,granite\granite3.1-moe.csv,1.4,False
granite3.1-dense:2b-instruct-q3_K_L,1.4GB,128K,Text,85ad99cb9a18,1 year ago,granite\granite3.1-dense.csv,1.4,False
granite3-moe:1b-instruct-q8_0,1.4GB,4K,Text,84f7efa9cc2d,1 year ago,granite\granite3-moe.csv,1.4,False
qwen:1.8b-text-v1.5-q5_K_M,1.4GB,32K,Text,e2aedf4a65d7,2 years ago,qwen\qwen.csv,1.4,False
granite3.1-dense:2b-base-q3_K_L,1.4GB,128K,Text,11eaf289883f,1 year ago,ibm\granite3.1-dense.csv,1.4,False
granite3.3:2b-instruct-q3_K_L,1.4GB,128K,Text,e4695d7ed6a6,1 year ago,ibm\granite3.3.csv,1.4,False
granite3.1-dense:2b-instruct-q3_K_L,1.4GB,128K,Text,c86015ddf1b0,1 year ago,ibm\granite3.1-dense.csv,1.4,False
codegemma:2b-code-v1.1-q3_K_M,1.4GB,8K,Text,,,gemma\codegemma.csv,1.4,False
gemma:2b-instruct-q3_K_S,1.4GB,8K,Text,1147ae8910c1,2 years ago,gemma\gemma.csv,1.4,False
phi3:3.8b-mini-128k-instruct-q2_K,1.4GB,4K,Text,0dc429b5761b,2 years ago,phi\phi3.csv,1.4,False
phi3:3.8b-mini-4k-instruct-q2_K,1.4GB,4K,Text,f71db22ea23b,2 years ago,phi\phi3.csv,1.4,False
gemma:2b-instruct-v1.1-q3_K_M,1.4GB,8K,Text,5bb1882722eb,2 years ago,gemma\gemma.csv,1.4,False
granite3.2:2b-instruct-q3_K_L,1.4GB,128K,Text,5fadf81b47f9,1 year ago,ibm\granite3.2.csv,1.4,False
qwen:1.8b-chat-q5_1,1.4GB,8K,Text,ac833a41e88c,2 years ago,qwen\qwen.csv,1.4,False
granite3.3:2b-base-q3_K_L,1.4GB,128K,Text,3c98db82ae02,1 year ago,ibm\granite3.3.csv,1.4,False
gemma2:2b-instruct-q3_K_S,1.4GB,8K,Text,23e3c31b0102,2 years ago,gemma\gemma2.csv,1.4,False
gemma2:2b-text-q3_K_S,1.4GB,8K,Text,79e51c86c582,2 years ago,gemma\gemma2.csv,1.4,False
gemma:2b-text-q3_K_S,1.4GB,8K,Text,30edc7975a67,2 years ago,gemma\gemma.csv,1.4,False
qwen:1.8b-chat-v1.5-q5_1,1.4GB,32K,Text,5cb573856803,2 years ago,qwen\qwen.csv,1.4,False
phi3.5:3.8b-mini-instruct-q2_K,1.4GB,4K,Text,45b8dc82a846,1 year ago,phi\phi3.5.csv,1.4,False
codegemma:2b-code-q3_K_M,1.4GB,8K,Text,,,gemma\codegemma.csv,1.4,False
granite3.1-moe:1b-base-q8_0,1.4GB,128K,Text,8b17fe333408,1 year ago,ibm\granite3.1-moe.csv,1.4,False
granite3.1-moe:1b-instruct-q8_0,1.4GB,128K,Text,a5c382123835,1 year ago,ibm\granite3.1-moe.csv,1.4,False
llama3.2:3b-instruct-q2_K,1.4GB,128K,Text,43e1dcc10fd4,1 year ago,llama\llama3.2.csv,1.4,False
qwen3:0.6b-fp16,1.5GB,40K,Text,626c9556a80f,1 year ago,qwen\qwen3.csv,1.5,False
granite3.3:2b-base,1.5GB,128K,Text,855440fe8358,1 year ago,ibm\granite3.3.csv,1.5,False
llama3.2:3b-text-q3_K_S,1.5GB,128K,Text,4b3d962d7792,1 year ago,llama\llama3.2.csv,1.5,False
granite3.3:2b,1.5GB,128K,Text,b7b711f14c01,1 year ago,ibm\granite3.3.csv,1.5,False
codegemma:2b-code-q3_K_L,1.5GB,8K,Text,,,gemma\codegemma.csv,1.5,False
codegemma:2b-code-v1.1-q3_K_L,1.5GB,8K,Text,,,gemma\codegemma.csv,1.5,False
granite3.2:2b-instruct-q4_K_S,1.5GB,128K,Text,283a19e5b88a,1 year ago,ibm\granite3.2.csv,1.5,False
granite3.2:2b-instruct-q4_K_M,1.5GB,128K,Text,6b566ad49a64,1 year ago,ibm\granite3.2.csv,1.5,False
qwen2.5:3b-instruct-q3_K_S,1.5GB,32K,Text,5ed381ff5c13,1 year ago,qwen\qwen2.5.csv,1.5,False
granite3.2:2b-instruct-q4_0,1.5GB,128K,Text,c3d29e70aa2f,1 year ago,ibm\granite3.2.csv,1.5,False
granite3.1-guardian:2b-q4_K_M,1.5GB,128K,Text,ae05d19265b6,1 year ago,ibm\granite3.1-guardian.csv,1.5,False
granite3.3:2b-base-q4_K_S,1.5GB,128K,Text,2223d6d39c2d,1 year ago,ibm\granite3.3.csv,1.5,False
shieldgemma:2b-q3_K_M,1.5GB,8K,Text,8792c0fdb69d,1 year ago,gemma\shieldgemma.csv,1.5,False
granite3.3:2b-base-q4_0,1.5GB,128K,Text,1a9c2dfe96b3,1 year ago,ibm\granite3.3.csv,1.5,False
granite3.1-dense:2b-instruct-q4_K_M,1.5GB,128K,Text,2c9b483d277f,1 year ago,ibm\granite3.1-dense.csv,1.5,False
granite3.1-dense:2b-instruct-q4_K_S,1.5GB,128K,Text,1ebd7a6e4584,1 year ago,ibm\granite3.1-dense.csv,1.5,False
gemma2:2b-text-q3_K_M,1.5GB,8K,Text,d1fbc3646636,2 years ago,gemma\gemma2.csv,1.5,False
granite3.3:2b-base-q4_K_M,1.5GB,128K,Text,8af557b664af,1 year ago,ibm\granite3.3.csv,1.5,False
granite3.1-dense:2b-instruct-q4_0,1.5GB,128K,Text,5819b07a3a01,1 year ago,ibm\granite3.1-dense.csv,1.5,False
granite3.3:2b-instruct-q4_K_S,1.5GB,128K,Text,336476674e52,1 year ago,ibm\granite3.3.csv,1.5,False
granite3.3:2b-instruct-q4_K_M,1.5GB,128K,Text,b7b711f14c01,1 year ago,ibm\granite3.3.csv,1.5,False
granite3-dense:2b-instruct-q4_0,1.5GB,4K,Text,dd4a07b9e1b7,1 year ago,granite\granite3-dense.csv,1.5,False
granite4:micro-h-q3_K_S,1.5GB,1M,Text,3dbcbe3a2893,11 months ago,ibm\granite4.csv,1.5,False
granite4:micro-h-base-q3_K_S,1.5GB,1M,Text,8ef6c45ca095,11 months ago,ibm\granite4.csv,1.5,False
gemma2:2b-instruct-q3_K_M,1.5GB,8K,Text,c9f6dc0ebba9,2 years ago,gemma\gemma2.csv,1.5,False
granite3.1-dense:2b-base-q4_K_M,1.5GB,128K,Text,57628a01feab,1 year ago,ibm\granite3.1-dense.csv,1.5,False
granite3.1-dense:2b-base-q4_0,1.5GB,128K,Text,0712decd1f96,1 year ago,ibm\granite3.1-dense.csv,1.5,False
granite3.1-dense:2b,1.5GB,128K,Text,2c9b483d277f,1 year ago,ibm\granite3.1-dense.csv,1.5,False
granite3-moe:3b-instruct-q3_K_S,1.5GB,4K,Text,debfeb7f5259,1 year ago,ibm\granite3-moe.csv,1.5,False
granite3.1-dense:2b-base-q4_K_S,1.5GB,128K,Text,f04d9fd1fb68,1 year ago,ibm\granite3.1-dense.csv,1.5,False
qwen2.5-coder:3b-base-q3_K_S,1.5GB,32K,Text,490a8c46fec2,1 year ago,qwen\qwen2.5-coder.csv,1.5,False
granite3.3:2b-instruct-q4_0,1.5GB,128K,Text,3346774d0a60,1 year ago,ibm\granite3.3.csv,1.5,False
granite3-dense:2b-instruct-q4_K_S,1.5GB,4K,Text,0f87f54eb387,1 year ago,granite\granite3-dense.csv,1.5,False
granite4.2:3b-q2_K,1.5GB,128K,Text,0681d16a437e,1 week ago,ibm\granite4.2.csv,1.5,False
granite3-dense:2b-instruct-q4_K_S,1.5GB,4K,Text,4961f9306303,1 year ago,ibm\granite3-dense.csv,1.5,False
granite3.1-moe:3b-instruct-q3_K_S,1.5GB,128K,Text,86de476c2ed2,1 year ago,granite\granite3.1-moe.csv,1.5,False
granite3.2:2b,1.5GB,128K,Text,9d79a41f2f75,1 year ago,granite\granite3.2.csv,1.5,False
gemma:2b-text-q3_K_M,1.5GB,8K,Text,3755aa666a62,2 years ago,gemma\gemma.csv,1.5,False
granite3.2:2b-instruct-q4_K_M,1.5GB,128K,Text,9d79a41f2f75,1 year ago,granite\granite3.2.csv,1.5,False
gemma:2b-instruct-q3_K_M,1.5GB,8K,Text,0bb5a6a99256,2 years ago,gemma\gemma.csv,1.5,False
granite3.2:2b,1.5GB,128K,Text,6b566ad49a64,1 year ago,ibm\granite3.2.csv,1.5,False
granite3.1-moe:3b-base-q3_K_S,1.5GB,128K,Text,85d804a7e3a3,1 year ago,ibm\granite3.1-moe.csv,1.5,False
granite3-dense:2b-instruct-q4_0,1.5GB,4K,Text,16ab5bedbdde,1 year ago,ibm\granite3-dense.csv,1.5,False
granite3-dense:2b-base-q4_K_M,1.5GB,4K,Text,2d13f4257c57,1 year ago,ibm\granite3-dense.csv,1.5,False
granite3-dense:2b-base-q4_K_S,1.5GB,4K,Text,df5f2511b63f,1 year ago,ibm\granite3-dense.csv,1.5,False
granite3-dense:2b-base-q4_0,1.5GB,4K,Text,52ae00d9b99a,1 year ago,ibm\granite3-dense.csv,1.5,False
granite4.2:3b-q2_K,1.5GB,128K,Text,21007f3e04e1,1 week ago,granite\granite4.2.csv,1.5,False
granite3.1-moe:3b-instruct-q3_K_S,1.5GB,128K,Text,fa5c2530207d,1 year ago,ibm\granite3.1-moe.csv,1.5,False
gemma:2b-instruct-v1.1-q3_K_L,1.5GB,8K,Text,198260e1ebc4,2 years ago,gemma\gemma.csv,1.5,False
llama3.2:3b-instruct-q3_K_S,1.5GB,128K,Text,860e23062c32,1 year ago,llama\llama3.2.csv,1.5,False
qwen2.5-coder:3b-instruct-q3_K_S,1.5GB,32K,Text,ed2bcd656906,1 year ago,qwen\qwen2.5-coder.csv,1.5,False
granite3-moe:3b-instruct-q3_K_S,1.5GB,4K,Text,5952b23cdd5c,1 year ago,granite\granite3-moe.csv,1.5,False
granite3-moe:3b-base-q3_K_S,1.5GB,4K,Text,51404cb617f6,1 year ago,ibm\granite3-moe.csv,1.5,False
granite3-moe:1b-base-q8_0,1.5GB,4K,Text,f6b34e4e8789,1 year ago,ibm\granite3-moe.csv,1.5,False
granite3-guardian:2b-q4_K_M,1.5GB,8K,Text,cc73c57fd569,1 year ago,ibm\granite3-guardian.csv,1.5,False
granite3.3:2b,1.5GB,128K,Text,07bd1f170855,1 year ago,granite\granite3.3.csv,1.5,False
granite3.1-dense:2b-instruct-q4_K_S,1.5GB,128K,Text,a8d7602ade5f,1 year ago,granite\granite3.1-dense.csv,1.5,False
granite3.1-dense:2b-instruct-q4_0,1.5GB,128K,Text,7ed050a70760,1 year ago,granite\granite3.1-dense.csv,1.5,False
phi:2.7b-chat-v2-q3_K_M,1.5GB,2K,Text,,,phi\phi.csv,1.5,False
gemma2:2b-text-q3_K_L,1.6GB,8K,Text,3bb5d7d90c92,2 years ago,gemma\gemma2.csv,1.6,False
granite3.3:2b-instruct-q4_1,1.6GB,128K,Text,76592eda4695,1 year ago,ibm\granite3.3.csv,1.6,False
qwen:1.8b-chat-q6_K,1.6GB,8K,Text,6068eacf7eab,2 years ago,qwen\qwen.csv,1.6,False
shieldgemma:2b-q3_K_L,1.6GB,8K,Text,6e1f85ff56c4,1 year ago,gemma\shieldgemma.csv,1.6,False
granite3.1-dense:2b-instruct-q4_1,1.6GB,128K,Text,f02b026e3468,1 year ago,ibm\granite3.1-dense.csv,1.6,False
granite3-dense:latest,1.6GB,4K,Text,5c2e6f3112f4,1 year ago,granite\granite3-dense.csv,1.6,False
granite3-dense:2b-instruct-q4_K_M,1.6GB,4K,Text,5c2e6f3112f4,1 year ago,granite\granite3-dense.csv,1.6,False
granite3-dense:2b,1.6GB,4K,Text,5c2e6f3112f4,1 year ago,granite\granite3-dense.csv,1.6,False
qwen:1.8b-text-q6_K,1.6GB,8K,Text,60c274911b01,2 years ago,qwen\qwen.csv,1.6,False
granite4:micro-q3_K_S,1.6GB,128K,Text,5f1165d4a7bc,11 months ago,ibm\granite4.csv,1.6,False
granite4:micro-base-q3_K_S,1.6GB,128K,Text,3205e26f39fc,11 months ago,ibm\granite4.csv,1.6,False
qwen:1.8b-text-v1.5-q6_K,1.6GB,32K,Text,e7be77cc89a1,2 years ago,qwen\qwen.csv,1.6,False
qwen2.5-coder:3b-base-q3_K_M,1.6GB,32K,Text,c039b31a931f,1 year ago,qwen\qwen2.5-coder.csv,1.6,False
qwen:4b-text-v1.5-q2_K,1.6GB,32K,Text,9f5aaac70cb0,2 years ago,qwen\qwen.csv,1.6,False
qwen:4b-chat-v1.5-q2_K,1.6GB,32K,Text,e6c11802c6ad,2 years ago,qwen\qwen.csv,1.6,False
codegemma:2b-v1.1,1.6GB,8K,Text,,,gemma\codegemma.csv,1.6,False
gemma2:2b-instruct-q4_0,1.6GB,8K,Text,8ccf136fdd52,2 years ago,gemma\gemma2.csv,1.6,False
shieldgemma:2b-q4_K_S,1.6GB,8K,Text,460e97ad8fe1,1 year ago,gemma\shieldgemma.csv,1.6,False
gemma2:2b,1.6GB,8K,Text,8ccf136fdd52,2 years ago,gemma\gemma2.csv,1.6,False
granite4.1:3b-q3_K_S,1.6GB,128K,Text,1daefd678dc8,4 months ago,ibm\granite4.1.csv,1.6,False
gemma:2b-instruct,1.6GB,8K,Text,030ee63283b5,2 years ago,gemma\gemma.csv,1.6,False
codegemma:2b-code-v1.1-q4_0,1.6GB,8K,Text,,,gemma\codegemma.csv,1.6,False
codegemma:2b-code-q4_K_M,1.6GB,8K,Text,,,gemma\codegemma.csv,1.6,False
granite3.1-moe:3b-base-q3_K_M,1.6GB,128K,Text,1ecb95c4eca2,1 year ago,ibm\granite3.1-moe.csv,1.6,False
granite3.1-moe:3b-instruct-q3_K_M,1.6GB,128K,Text,ea959198ada9,1 year ago,ibm\granite3.1-moe.csv,1.6,False
granite4.1:3b-q3_K_S,1.6GB,128K,Text,1daefd678dc8,4 months ago,granite\granite4.1.csv,1.6,False
gemma:2b-instruct-q3_K_L,1.6GB,8K,Text,a5e1a96f2947,2 years ago,gemma\gemma.csv,1.6,False
granite3-dense:2b-instruct-q4_K_M,1.6GB,4K,Text,35d2593ca718,1 year ago,ibm\granite3-dense.csv,1.6,False
gemma:2b-instruct-v1.1-q4_0,1.6GB,8K,Text,030ee63283b5,2 years ago,gemma\gemma.csv,1.6,False
granite3-dense:2b,1.6GB,4K,Text,35d2593ca718,1 year ago,ibm\granite3-dense.csv,1.6,False
codegemma:2b-code-q4_K_S,1.6GB,8K,Text,,,gemma\codegemma.csv,1.6,False
codegemma:2b-code-q4_0,1.6GB,8K,Text,,,gemma\codegemma.csv,1.6,False
gemma:2b-text-q3_K_L,1.6GB,8K,Text,fb3cb86ed3a0,2 years ago,gemma\gemma.csv,1.6,False
gemma:2b-instruct-v1.1-q4_K_S,1.6GB,8K,Text,0c8c655954ea,2 years ago,gemma\gemma.csv,1.6,False
granite3-moe:3b-base-q3_K_M,1.6GB,4K,Text,b8cfc96b5203,1 year ago,ibm\granite3-moe.csv,1.6,False
granite3-moe:3b-instruct-q3_K_M,1.6GB,4K,Text,cc32cde7c1fe,1 year ago,granite\granite3-moe.csv,1.6,False
granite4:1b-h-base-q8_0,1.6GB,1M,Text,4c11ecc40d05,10 months ago,ibm\granite4.csv,1.6,False
granite3.1-dense:2b-instruct-q4_1,1.6GB,128K,Text,c265a649f4f8,1 year ago,granite\granite3.1-dense.csv,1.6,False
granite3.1-dense:2b-instruct-q4_K_M,1.6GB,128K,Text,fba1ad01113e,1 year ago,granite\granite3.1-dense.csv,1.6,False
qwen2.5-coder:3b-instruct-q3_K_M,1.6GB,32K,Text,65ff2bc170f3,1 year ago,qwen\qwen2.5-coder.csv,1.6,False
granite3.1-dense:2b,1.6GB,128K,Text,fba1ad01113e,1 year ago,granite\granite3.1-dense.csv,1.6,False
shieldgemma:2b-q4_0,1.6GB,8K,Text,8c75ad5241ba,1 year ago,gemma\shieldgemma.csv,1.6,False
granite4:micro-h-base-q3_K_L,1.6GB,1M,Text,ee8a7e105f0f,11 months ago,ibm\granite4.csv,1.6,False
granite4:micro-h-q3_K_L,1.6GB,1M,Text,75ced4412134,11 months ago,ibm\granite4.csv,1.6,False
granite4:micro-h-q3_K_M,1.6GB,1M,Text,eae373516bff,11 months ago,ibm\granite4.csv,1.6,False
