Name,Size / Usage,Context,Input,Digest,Updated
gemma4:latest,9.6GB,128K,"Text, Image",c6eb396dbd59,5 months ago
gemma4:cloud,,256K,"Text, Image",b06ba4be71c0,2 months ago
gemma4:e2b,7.2GB,128K,"Text, Image",7fbdbf8f5e45,5 months ago
gemma4:e4b,9.6GB,128K,"Text, Image",c6eb396dbd59,5 months ago
gemma4:12b,7.6GB,256K,"Text, Image",4eb23ef187e2,3 months ago
gemma4:26b,19GB,256K,"Text, Image",08ae7ec1744b,1 week ago
gemma4:31b,20GB,256K,"Text, Image",6316f0629137,5 months ago
gemma4:e2b-it-qat,4.3GB,128K,"Text, Image",07ea59a47401,3 months ago
gemma4:e2b-it-q4_K_M,7.2GB,128K,"Text, Image",7fbdbf8f5e45,5 months ago
gemma4:e2b-it-q8_0,8.1GB,128K,"Text, Image",95e5aad2e60a,5 months ago
gemma4:e2b-it-bf16,10GB,128K,"Text, Image",850bc7fea32f,5 months ago
gemma4:e2b-mlx,MLX 7.5GB,128K,"Text, Image",f4a8449d1781,1 week ago
gemma4:e2b-mlx-bf16,MLX 10GB,128K,"Text, Image",8781e4366f28,2 months ago
gemma4:e2b-mxfp8,MLX 8.2GB,128K,"Text, Image",035e18b64c9f,3 days ago
gemma4:e2b-nvfp4,MLX 7.5GB,128K,"Text, Image",f4a8449d1781,1 week ago
gemma4:e4b-it-qat,6.1GB,128K,"Text, Image",ee6656371218,3 months ago
gemma4:e4b-it-q4_K_M,9.6GB,128K,"Text, Image",c6eb396dbd59,5 months ago
gemma4:e4b-it-q8_0,12GB,128K,"Text, Image",9dcc35808b42,5 months ago
gemma4:e4b-it-bf16,16GB,128K,"Text, Image",d0d10a1b1ddb,5 months ago
gemma4:e4b-mlx,MLX 9.5GB,128K,"Text, Image",5a08735df03c,1 week ago
gemma4:e4b-mlx-bf16,MLX 16GB,128K,"Text, Image",b2987c709afc,2 months ago
gemma4:e4b-mxfp8,MLX 12GB,128K,"Text, Image",17b5792c1f52,3 days ago
gemma4:e4b-nvfp4,MLX 9.5GB,128K,"Text, Image",5a08735df03c,1 week ago
gemma4:12b-it-qat,7.2GB,256K,"Text, Image",38044be4f923,3 months ago
gemma4:12b-it-q4_K_M,7.6GB,256K,"Text, Image",4eb23ef187e2,3 months ago
gemma4:12b-it-q8_0,13GB,256K,"Text, Image",41c402fdddc2,3 months ago
gemma4:12b-it-bf16,24GB,256K,"Text, Image",54f4a2f82e7c,3 months ago
gemma4:12b-mlx,MLX 7.7GB,256K,"Text, Image",ded7a2735003,1 week ago
gemma4:12b-mlx-bf16,MLX 25GB,256K,"Text, Image",ae28af21156f,2 weeks ago
gemma4:12b-mxfp8,MLX 13GB,256K,"Text, Image",de780b6b3434,1 week ago
gemma4:12b-nvfp4,MLX 7.7GB,256K,"Text, Image",ded7a2735003,1 week ago
gemma4:26b-a4b-it-mtp-q4_K_M,19GB,256K,"Text, Image",08ae7ec1744b,1 week ago
gemma4:26b-a4b-it-qat,16GB,256K,"Text, Image",2dd70431afed,3 months ago
gemma4:26b-a4b-it-q4_K_M,18GB,256K,"Text, Image",5571076f3d70,5 months ago
gemma4:26b-a4b-it-q8_0,28GB,256K,"Text, Image",6bfaf9a8cb37,5 months ago
gemma4:26b-a4b-it-bf16,52GB,256K,"Text, Image",05d829735ad8,2 months ago
gemma4:26b-mlx,MLX 18GB,256K,"Text, Image",f0fc7e0ae494,1 week ago
gemma4:26b-mlx-bf16,MLX 53GB,256K,"Text, Image",2c53b9e61626,2 weeks ago
gemma4:26b-mxfp8,MLX 29GB,256K,"Text, Image",aee6e7cf8945,1 week ago
gemma4:26b-nvfp4,MLX 18GB,256K,"Text, Image",f0fc7e0ae494,1 week ago
gemma4:31b-cloud,,256K,"Text, Image",c382fbfbc73b,5 months ago
gemma4:31b-coding-mtp-bf16,64GB,256K,"Text, Image",feb38c11d5b8,4 months ago
gemma4:31b-it-qat,19GB,256K,"Text, Image",e0812a55773b,3 months ago
gemma4:31b-it-q4_K_M,20GB,256K,"Text, Image",6316f0629137,5 months ago
gemma4:31b-it-q8_0,34GB,256K,"Text, Image",53dd8459790f,5 months ago
gemma4:31b-it-bf16,63GB,256K,"Text, Image",236d76ae0874,5 months ago
gemma4:31b-mlx,MLX 19GB,256K,"Text, Image",a22a363052da,1 week ago
gemma4:31b-mlx-bf16,MLX 64GB,256K,"Text, Image",cdca124786da,2 weeks ago
gemma4:31b-mxfp8,MLX 34GB,256K,"Text, Image",9740f018f0d6,1 week ago
gemma4:31b-nvfp4,MLX 19GB,256K,"Text, Image",a22a363052da,1 week ago
