Name,Size / Usage,Context,Input,Digest,Updated
gemma:7b-instruct-q5_0,6.2GB,8K,Text,de923fde2f26,2 years ago
gemma:7b-instruct-v1.1-q5_0,6.0GB,8K,Text,800d99beee5d,2 years ago
gemma:7b-instruct-q5_1,6.7GB,8K,Text,2e51588baf45,2 years ago
gemma:7b-instruct-v1.1-q5_1,6.5GB,8K,Text,cdf1dca21036,2 years ago
gemma:7b-instruct-q5_K_S,6.2GB,8K,Text,42630cbe71a2,2 years ago
gemma:7b-instruct-v1.1-q5_K_S,6.0GB,8K,Text,31eb523ac3df,2 years ago
gemma:7b-instruct-q5_K_M,6.3GB,8K,Text,556abeb39bfd,2 years ago
gemma:7b-instruct-v1.1-q5_K_M,6.1GB,8K,Text,adf00ced5519,2 years ago
gemma:7b-instruct-q6_K,7.2GB,8K,Text,5c7aded0b8bd,2 years ago
gemma:7b-instruct-v1.1-q6_K,7.0GB,8K,Text,ad2f1a0dacb5,2 years ago
gemma:7b-instruct-q8_0,9.1GB,8K,Text,61d0f0df3637,2 years ago
gemma:7b-instruct-v1.1-q8_0,9.1GB,8K,Text,f6dee485fe1a,2 years ago
gemma:7b-instruct-fp16,17GB,8K,Text,f689ad351c8d,2 years ago
gemma:7b-instruct-v1.1-fp16,17GB,8K,Text,056b9586873a,2 years ago
gemma:7b-text,5.2GB,8K,Text,af57093b878e,2 years ago
gemma:7b-text-q2_K,3.7GB,8K,Text,e43e18a484ed,2 years ago
gemma:7b-text-q3_K_S,4.2GB,8K,Text,f40e21d459ff,2 years ago
gemma:7b-text-q3_K_M,4.6GB,8K,Text,ffd8ea66cf1f,2 years ago
gemma:7b-text-q3_K_L,4.9GB,8K,Text,1676d1f86165,2 years ago
gemma:7b-text-q4_0,5.2GB,8K,Text,af57093b878e,2 years ago
gemma:7b-text-q4_1,5.7GB,8K,Text,a7adb7322d8b,2 years ago
gemma:7b-text-q4_K_S,5.2GB,8K,Text,51854f1241b3,2 years ago
gemma:7b-text-q4_K_M,5.5GB,8K,Text,5ec372e05241,2 years ago
gemma:7b-text-q5_0,6.2GB,8K,Text,fd6dc849a9f8,2 years ago
gemma:7b-text-q5_1,6.7GB,8K,Text,938308342124,2 years ago
gemma:7b-text-q5_K_S,6.2GB,8K,Text,df449b30e2e1,2 years ago
gemma:7b-text-q5_K_M,6.3GB,8K,Text,dc8f812e49c7,2 years ago
gemma:7b-text-q6_K,7.2GB,8K,Text,9e7cfd3fab5b,2 years ago
gemma:7b-text-q8_0,9.1GB,8K,Text,1b7b1e5e2f98,2 years ago
gemma:7b-text-fp16,16GB,8K,Text,1f1e9df10872,2 years ago
gemma:7b-v1.1,5.0GB,8K,Text,a72c7f4d0a15,2 years ago
