Name,Size / Usage,Context,Input,Digest,Updated
granite3.2:2b,1.5GB,128K,Text,6b566ad49a64,1 year ago
granite3.2:8b,4.9GB,128K,Text,a2e818b0be20,1 year ago
granite3.2:2b-instruct-q2_K,978MB,128K,Text,1d3a38db6ba9,1 year ago
granite3.2:2b-instruct-q3_K_S,1.1GB,128K,Text,f55e065ed93e,1 year ago
granite3.2:2b-instruct-q3_K_M,1.3GB,128K,Text,0959bec6d9cd,1 year ago
granite3.2:2b-instruct-q3_K_L,1.4GB,128K,Text,5fadf81b47f9,1 year ago
granite3.2:2b-instruct-q4_0,1.5GB,128K,Text,c3d29e70aa2f,1 year ago
granite3.2:2b-instruct-q4_1,1.6GB,128K,Text,d7e971e2e21b,1 year ago
granite3.2:2b-instruct-q4_K_S,1.5GB,128K,Text,283a19e5b88a,1 year ago
granite3.2:2b-instruct-q4_K_M,1.5GB,128K,Text,6b566ad49a64,1 year ago
granite3.2:2b-instruct-q5_0,1.8GB,128K,Text,57b30c387429,1 year ago
granite3.2:2b-instruct-q5_1,1.9GB,128K,Text,55b35b9dd8f5,1 year ago
granite3.2:2b-instruct-q5_K_S,1.8GB,128K,Text,296b9f05260d,1 year ago
granite3.2:2b-instruct-q5_K_M,1.8GB,128K,Text,518e6ff197d2,1 year ago
granite3.2:2b-instruct-q6_K,2.1GB,128K,Text,205a90583676,1 year ago
granite3.2:2b-instruct-q8_0,2.7GB,128K,Text,4e49d255178e,1 year ago
granite3.2:2b-instruct-f16,5.1GB,128K,Text,8d5453fc9cc6,1 year ago
granite3.2:8b-instruct-q2_K,3.1GB,128K,Text,ef803d73f852,1 year ago
granite3.2:8b-instruct-q3_K_S,3.6GB,128K,Text,c49031fdb461,1 year ago
granite3.2:8b-instruct-q3_K_M,4.0GB,128K,Text,c2fa8193d9d0,1 year ago
granite3.2:8b-instruct-q3_K_L,4.3GB,128K,Text,bf3068be1581,1 year ago
granite3.2:8b-instruct-q4_0,4.7GB,128K,Text,7680f21822da,1 year ago
granite3.2:8b-instruct-q4_1,5.1GB,128K,Text,f59010081b21,1 year ago
granite3.2:8b-instruct-q4_K_S,4.7GB,128K,Text,f80ab17b6c1a,1 year ago
granite3.2:8b-instruct-q4_K_M,4.9GB,128K,Text,a2e818b0be20,1 year ago
granite3.2:8b-instruct-q5_0,5.6GB,128K,Text,73382b9cd639,1 year ago
granite3.2:8b-instruct-q5_1,6.1GB,128K,Text,09288a9125c5,1 year ago
granite3.2:8b-instruct-q5_K_S,5.6GB,128K,Text,703a8ca59f3c,1 year ago
granite3.2:8b-instruct-q5_K_M,5.8GB,128K,Text,a588d4dc8620,1 year ago
granite3.2:8b-instruct-q6_K,6.7GB,128K,Text,2edfe8c60277,1 year ago
granite3.2:8b-instruct-q8_0,8.7GB,128K,Text,639d9bdbb614,1 year ago
granite3.2:8b-instruct-f16,16GB,128K,Text,362c18dd345d,1 year ago
