Name,Size / Usage,Context,Input,Digest,Updated
granite3.1-guardian:2b,2.1GB,128K,Text,ed797887459c,1 year ago
granite3.1-guardian:8b,6.7GB,128K,Text,6d1ec1a36326,1 year ago
granite3.1-guardian:2b-q4_K_M,1.5GB,128K,Text,ae05d19265b6,1 year ago
granite3.1-guardian:2b-q5_K_M,1.8GB,128K,Text,1806c284004c,1 year ago
granite3.1-guardian:2b-q6_K,2.1GB,128K,Text,ed797887459c,1 year ago
granite3.1-guardian:2b-q8_0,2.7GB,128K,Text,1a2053ee14fb,1 year ago
granite3.1-guardian:2b-f16,5.1GB,128K,Text,0518d289bb8e,1 year ago
granite3.1-guardian:8b-q4_K_M,4.9GB,128K,Text,decc5db26b8e,1 year ago
granite3.1-guardian:8b-q5_K_M,5.8GB,128K,Text,5fa4ebe9d684,1 year ago
granite3.1-guardian:8b-q6_K,6.7GB,128K,Text,6d1ec1a36326,1 year ago
granite3.1-guardian:8b-q8_0,8.7GB,128K,Text,5dcfab01a231,1 year ago
granite3.1-guardian:8b-f16,16GB,128K,Text,9d6fcaba6e56,1 year ago
