Name,Size / Usage,Context,Input,Digest,Updated
granite3.2-vision:2b,3.6GB,128K,"Text, Image",f9140abda654,1 year ago
granite3.2-vision:2b-q4_K_M,2.4GB,128K,"Text, Image",8a2538362d20,1 year ago
granite3.2-vision:2b-q5_K_M,2.7GB,128K,"Text, Image",fc084518d0d8,1 year ago
granite3.2-vision:2b-q8_0,3.6GB,128K,"Text, Image",f9140abda654,1 year ago
granite3.2-vision:2b-f16,6.0GB,128K,"Text, Image",b7e42bf74cdf,1 year ago
