Name,Size / Usage,Context,Input,Digest,Updated
granite4.2:latest,5.3GB,128K,Text,f586c02fdecd,1 week ago
granite4.2:3b,2.2GB,128K,Text,40577dc168a3,1 week ago
granite4.2:8b,5.3GB,128K,Text,f586c02fdecd,1 week ago
granite4.2:30b,18GB,128K,Text,be22829aa92a,1 week ago
granite4.2:3b-q2_K,1.5GB,128K,Text,21007f3e04e1,1 week ago
granite4.2:3b-q3_K_S,1.7GB,128K,Text,d1ad36607eac,1 week ago
granite4.2:3b-q3_K_M,1.8GB,128K,Text,37c1855f627f,1 week ago
granite4.2:3b-q3_K_L,2.0GB,128K,Text,92299e79879e,1 week ago
granite4.2:3b-q4_0,2.1GB,128K,Text,ffe53a4441a1,1 week ago
granite4.2:3b-q4_1,2.3GB,128K,Text,954511ce239c,1 week ago
granite4.2:3b-q4_K_S,2.1GB,128K,Text,4182b0b98b0e,1 week ago
granite4.2:3b-q4_K_M,2.2GB,128K,Text,40577dc168a3,1 week ago
granite4.2:3b-q5_0,2.6GB,128K,Text,ddbab3d2014a,1 week ago
granite4.2:3b-q5_1,2.8GB,128K,Text,9e9e61dce423,1 week ago
granite4.2:3b-q5_K_S,2.6GB,128K,Text,9ccbb8f64ae6,1 week ago
granite4.2:3b-q5_K_M,2.6GB,128K,Text,8a5cff2be752,1 week ago
granite4.2:3b-q6_K,3.0GB,128K,Text,6413701267c6,1 week ago
granite4.2:3b-q8_0,3.9GB,128K,Text,f8163a0ed616,1 week ago
granite4.2:3b-bf16,7.3GB,128K,Text,a3001cc8a64f,1 week ago
granite4.2:8b-q2_K,3.4GB,128K,Text,67f03ef49c65,1 week ago
granite4.2:8b-q3_K_S,3.9GB,128K,Text,820e77415ef8,1 week ago
granite4.2:8b-q3_K_M,4.3GB,128K,Text,de31561a84c0,1 week ago
granite4.2:8b-q3_K_L,4.7GB,128K,Text,418c3ffbe5f7,1 week ago
granite4.2:8b-q4_0,5.1GB,128K,Text,d4259880557c,1 week ago
granite4.2:8b-q4_1,5.6GB,128K,Text,187fee927aa0,1 week ago
granite4.2:8b-q4_K_S,5.1GB,128K,Text,b6db325bf3af,1 week ago
granite4.2:8b-q4_K_M,5.3GB,128K,Text,f586c02fdecd,1 week ago
granite4.2:8b-q5_0,6.1GB,128K,Text,df9cf32e33b0,1 week ago
granite4.2:8b-q5_1,6.6GB,128K,Text,aee3affdbd31,1 week ago
granite4.2:8b-q5_K_S,6.1GB,128K,Text,5556fb04e233,1 week ago
granite4.2:8b-q5_K_M,6.3GB,128K,Text,95568d24ff0d,1 week ago
granite4.2:8b-q6_K,7.2GB,128K,Text,cec7d398953f,1 week ago
granite4.2:8b-q8_0,9.3GB,128K,Text,62837636dd31,1 week ago
granite4.2:8b-bf16,18GB,128K,Text,6ec214bd57a2,1 week ago
granite4.2:30b-q2_K,11GB,128K,Text,2780f0bcdfc4,1 week ago
granite4.2:30b-q3_K_S,13GB,128K,Text,6f2931d568a9,1 week ago
granite4.2:30b-q3_K_M,14GB,128K,Text,ac6fd22e76bc,1 week ago
granite4.2:30b-q3_K_L,15GB,128K,Text,77c0476600fd,1 week ago
granite4.2:30b-q4_0,17GB,128K,Text,edbb1b038ac2,1 week ago
granite4.2:30b-q4_1,18GB,128K,Text,9a78f0c510d7,1 week ago
granite4.2:30b-q4_K_S,17GB,128K,Text,abcb112a7a95,1 week ago
granite4.2:30b-q4_K_M,18GB,128K,Text,be22829aa92a,1 week ago
granite4.2:30b-q5_0,20GB,128K,Text,b8023e8136fb,1 week ago
granite4.2:30b-q5_1,22GB,128K,Text,2576fe18aa53,1 week ago
granite4.2:30b-q5_K_S,20GB,128K,Text,e7b6b56ce25c,1 week ago
granite4.2:30b-q5_K_M,21GB,128K,Text,c9ca8a38ab2a,1 week ago
granite4.2:30b-q6_K,24GB,128K,Text,201f8e27f3c2,1 week ago
granite4.2:30b-q8_0,31GB,128K,Text,3fafd190107e,1 week ago
granite4.2:30b-bf16,45GB,128K,Text,cdffb12cc8f4,1 week ago
