Name,Size / Usage,Context,Input,Digest,Updated
nemotron-cascade-2:latest,24GB,256K,Text,e0705e3fe8f7,5 months ago
nemotron-cascade-2:30b,24GB,256K,Text,e0705e3fe8f7,5 months ago
nemotron-cascade-2:30b-a3b-q4_K_M,24GB,256K,Text,e0705e3fe8f7,5 months ago
